"status","duplicate_relative_path","kept_unique_id","kept_new_relative_path","sha256"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_21_40 AM (1).png","U042","03_process_boards/trixig_260526_u042_tjalve-overview.png","2c825df98d2d1f16261e2589172ad174f977cb043ada52e17e55ea6c2c648525"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_21_40 AM (2).png","U043","03_process_boards/trixig_260526_u043_tjalve-form-grid.png","6807c16852c4d5b38edaa9b35d44b17106975d5d642b1ac86fce647a8684e140"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_21_40 AM (3).png","U044","03_process_boards/trixig_260526_u044_body-layouts.png","68b5907e83627a488877f82eccf23fc70a4a5306c4dd1182c4e251d77b8ce5e0"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_21_41 AM (4).png","U045","03_process_boards/trixig_260526_u045_cutaway-variants.png","059b9d105ff65b114c120c83e61735d816a1c10cce833cdc9b1560ad9a1e75d5"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_21_41 AM (5).png","U046","03_process_boards/trixig_260526_u046_shell-components.png","5b06643b81648e62162811ab54faf9894e932eda60db43252994502852e17118"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_21_41 AM (6).png","U047","03_process_boards/trixig_260526_u047_parts-catalog.png","3132d0c0011e5d533c94440b87481a2312fd05bb9c5d0653662599d732c6ff1d"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_21_41 AM (7).png","U048","03_process_boards/trixig_260526_u048_parts-grid.png","dea0ec16e54630c6c210d014c2e3b617487e18bc93c87632661775417e12c6dc"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_21_41 AM (8).png","U049","03_process_boards/trixig_260526_u049_handle-variants.png","ba125286bbdc379ffe3ed654c04e01986078841f68f9bcefab4116915e5eedab"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_21_41 AM (9).png","U050","03_process_boards/trixig_260526_u050_solid-shapes.png","76a354a21e1cb44e80451e960da04c7a2f43a842e9903331fbdf37cb27dd6bdc"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_21_41 AM (10).png","U051","03_process_boards/trixig_260526_u051_outline-variants.png","6b5801f92305aaa94ff5357b393f8f1a949e9c481c33e91ff5659cbc49ce1e01"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_23_22 AM (1).png","U052","03_process_boards/trixig_260526_u052_hovudfunksjon.png","ba52e238d916c13c4168a634cb41107915f75b1dcc1e7014de6e17c5fed5aec7"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_34_36 AM (1).png","U123","03_process_boards/trixig_260526_u123_tjalve-to-element.png","55ae71854f4e226988799408b3a477b908ce4cd2f32bdbf5bb66e1c5aa91a37e"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_34_37 AM (2).png","U126","03_process_boards/trixig_260526_u126_tjalve-comparison-lineup.png","cea087c457e230c2659eee0a138d68073def8514fda8b2ee907ae6a7ab49eb13"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_34_39 AM.png","U120","06_ideation_grids/trixig_260526_u120_mixed-render-catalog.png","eb3f576dd730d167b8e6c7ca1fe9fd618ce7f03c925e32a64e6e40cc715cd02e"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_34_40 AM.png","U116","06_ideation_grids/trixig_260526_u116_curved-body-overview.png","3bd50d0b18a3e65063581ace491aa2fad8d240d18d6a8e43516e21e5d2909cb0"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_34_40 AM (1).png","U118","06_ideation_grids/trixig_260526_u118_soft-black-hero-board.png","013e8aa5a66400391689a70767f721c9bbb864c7360e6aae61fd1aa910f9782c"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_34_41 AM.png","U119","06_ideation_grids/trixig_260526_u119_white-pistol-exploded.png","f30c60ddcb48ce3d944c7dd1d35309988309a42b364f0134870560120c6dd75e"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_34_41 AM (1).png","U121","06_ideation_grids/trixig_260526_u121_black-render-overview.png","b02b4607f60c88252032190c386d9bca0f96cbd892676e85852bd80951a0b6bd"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_34_40 AM (2).png","U114","06_ideation_grids/trixig_260526_u114_capsule-exploded-grid.png","7c339ac0a0f05815e1cfac69de992b36197aa97554a6646ebea29aec6691ad17"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_34_41 AM (2).png","U112","06_ideation_grids/trixig_260526_u112_soft-capsule-sketches.png","75101f30cf5411c45ed03bb7ef340aa33a9e0973a827538d7d66f675768cae44"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_34_41 AM (4).png","U115","06_ideation_grids/trixig_260526_u115_pistol-capsule-grid.png","34404cf6c6871df84f6d2521b2a204ba4725eefc728c298d5296dba937462525"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_34_41 AM (3).png","U113","06_ideation_grids/trixig_260526_u113_screwdriver-form-grid.png","e43656df8905fdbc3de3bf51c21f0c9e84efb8294a423c063b67f7b7692be376"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_34_42 AM (4).png","U137","06_ideation_grids/trixig_260526_u137_white-battery-form-grid.png","edee6529e7d6a920204d564b962c2c29434f3fa2000f419d5ac4ebe81f843f77"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_34_44 AM (1).png","U139","06_ideation_grids/trixig_260526_u139_dark-olive-form-grid.png","a7fea050c8d0cd5838967319a7a4eb3edd12f2b09096e7c229f7f4a4e9d4744d"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_34_44 AM (3).png","U139","06_ideation_grids/trixig_260526_u139_dark-olive-form-grid.png","a7fea050c8d0cd5838967319a7a4eb3edd12f2b09096e7c229f7f4a4e9d4744d"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_37_11 AM.png","U143","06_ideation_grids/trixig_260526_u143_white-pistol-usage-sketches.png","912a513f309146cf27c6e674ae3667cbe80bc5f6f18d8b9bdf0ff7ff7d7b5108"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_37_15 AM (1).png","U152","06_ideation_grids/trixig_260526_u152_faceted-capsule-set.png","a1b25487bc5a74af9aa26333908c0a3f8d77932ac561eb6925e11e2f4210abe3"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_38_56 AM.png","U059","04_decision_boards/trixig_260526_u059_to-hovudelement.png","ec3cdfa2ab15c7e928f8daa66dd95125799759bbdc27c8c4447e5684f9c7ab60"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_38_56 AM (1).png","U054","04_decision_boards/trixig_260526_u054_tjalve-modell.png","52e12207a710b5f151cc5c851bc5158e2634682fd76258db55b530a20432546d"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_38_56 AM (2).png","U056","04_decision_boards/trixig_260526_u056_twenty-batteritilgangar.png","304a5855df2ce35a77f9b1161e2b8fef50fc84cc57c4fcc23e7a8818b0a2319e"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_38_52 AM (1).png","U160","07_variant_renders_light/trixig_260526_u160_concept-03-loop-handle.png","329f22fd43bbaeccf6d9dc5520288c60ac18b3cac26e8cca58d9b500aec81797"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_38_56 AM (3).png","U055","04_decision_boards/trixig_260526_u055_grunneigenskapar.png","5b6c7641bf4b5ea839ca48068959f8592616da80a7856905ef70e806d266968e"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_39_32 AM (2).png","U186","07_variant_renders_light/trixig_260526_u186_pistol-cylinder-hinge.png","a06d76c7073b333012ff704e8e0639a5ce1707e9f86dcb25877b1c0e938e2a58"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_39_32 AM (3).png","U186","07_variant_renders_light/trixig_260526_u186_pistol-cylinder-hinge.png","a06d76c7073b333012ff704e8e0639a5ce1707e9f86dcb25877b1c0e938e2a58"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_39_32 AM (4).png","U186","07_variant_renders_light/trixig_260526_u186_pistol-cylinder-hinge.png","a06d76c7073b333012ff704e8e0639a5ce1707e9f86dcb25877b1c0e938e2a58"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_39_33 AM.png","U186","07_variant_renders_light/trixig_260526_u186_pistol-cylinder-hinge.png","a06d76c7073b333012ff704e8e0639a5ce1707e9f86dcb25877b1c0e938e2a58"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_40_21 AM (1).png","U215","07_variant_renders_light/trixig_260526_u215_black-keyhole-grip.png","017311eb13932ad5a53ac69d7efff57f9923a8ad7565e62b7dda37f8123e190f"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_41_15 AM (4).png","U221","08_variant_renders_dark/trixig_260526_u221_dark-boxy-pistol-a.png","a7a4d30465b7f086ea52ce96880e18eea1c70d998fce57a60360472622775f7e"
"deleted_exact_duplicate","ChatGPT Image May 26, 2026, 04_41_13 AM (3).png","U227","08_variant_renders_dark/trixig_260526_u227_dark-rectangular-grip.png","1fca3eeb811e032dc84aa7ee3e51387df19f28a83dd6ef9aa6110a02fcd5cd8e"
